,store_name,date,review,length,review_check,check_length,menu,mood,service,price,clean,room,parking,photo,sum,helpful,맛,맛집,메뉴_음식,친절_직원,때,예약,가격,분위기,추천,store,딘타이펑,백억하누,화기애애,라그릴리아,강남진해장,구스,파파야리프,고양이부엌,시골야채된장,을밀대,담소,청류벽,기리야마,시카고,대려도,신부자,봉추찜닭,리샨,Pavox,삼거리,느린마을,봉피양
2108,신부자식당,2021-03-22,고기맛은 보통기본 찬은 좀 부실합니다 찌개 주문에도 밥은 따로 주문해야햐고그냥 주문해서 먹는다 해도 직원이 자꾸 불 핑계대면서주문한고기를 구워주는데 굽기가 끝나자 마자 고기 더시킬거냐고 계속 테이블에 와서 재촉하는 바람에 유쾌하지 않았습니다 그냥 대충먹고 일어나 나왔습니다,152,고기 맛은 보통 기본 찬은 좀 부실합니다 찌개 주문에도 밥은 따로 주문해야 하고 그냥 주문해서 먹는다 해도 직원이 자꾸 불 핑계 대면서 주문한 고기를 구워주는데 굽기가 끝나자마자 고기 더 시킬 거냐고 계속 테이블에 와서 재촉하는 바람에 유쾌하지 않았습니다 그냥 대충 먹고 일어나 나왔습니다,161,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2109,딘타이펑 강남점,2021-03-22,서비스도 좋고 맛도 훌륭합니다 강남역에서 몇안되는 발렛파킹식다이에요 주차편해서 자주 이용합니다,52,서비스도 좋고 맛도 훌륭합니다 강남역에서 몇 안 되는 발렛파킹식이라 주차 편해서 자주 이용합니다,53,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,청류벽,2021-03-24,맛있는데 조금 불친절해요,13,맛있는데 조금 불친절해요,13,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2111,화기애애 강남역점,2021-03-24,남친이랑 갔는데 분위기 정갈한 고깃집 이네용웃음고기 육즙도 좋고 연하고 맛있었어요  직원분 친절하셔서 기분좋게 먹었답니당웃음,69,남자친구랑 갔는데 분위기 정갈한 고깃집 웃음 고기 육즙도 좋고 연하고 맛있었어요 직원분 친절 하셔서 기분 좋게 먹었다니다 웃음,70,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,화기애애 강남역점,2021-03-24,일반 고깃집에 비해 고급스러운 느낌이 물씬 풍겨요내부 인테리어도 깔끔하고 청경하구요  화로에 고기를 구워 먹는 느낌이 무척 색다르네요웃음,76,일반 고깃집에 비해 고급스러운 느낌이 물씬 풍겨요 내부 인테리어도 깔끔하고 청결하고 회로에 고기를 구워 먹는 느낌이 무척 색다르네요 웃음,76,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,고양이부엌,2021-03-24,불친절하고 콩나물만 많고 노맛,16,불친절하고 콩나물만 많고 맛없어요,18,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,딘타이펑 강남점,2021-03-28,딤섬을 좋아해서 주말에 가족들과 가는 곳입니다 대만 유명 딤섬 맛집 이에요,41,딤섬을 좋아해서 주말에 가족들과 가는 곳입니다 대만 유명 딤섬 맛집이에요,40,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,리샨 삼성타운점,2021-03-29,맛있어요 그치만 좀 비싼듯요,15,맛있어요 그렇지만 좀 비싼 듯요,17,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2116,강남진해장,2021-03-03,맛있게 먹었습니다 바쁜와중에 신경 잘써주십니다,25,맛있게 먹었습니다 바쁜 와중에 신경 잘 써 주십니다,28,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,구스아일랜드 브루하우스,2021-03-30,오랫동안 찐팬인데 자주와도 직원분들도 안바뀌고 특히 LEO직원분 센스있고 친절하세요,46,오랫동안 찐 팬인데 자주 와도 직원분들도 안 바뀌고 특히 레오 직원 분 센스 있고 친절하세요,51,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,딘타이펑 강남점,2021-03-05,맛도 서비스도 좋았습니다,13,맛도 서비스도 좋았습니다,13,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,느린마을양조장 강남점,2021-03-05,양이 엄청 적고 가격은 비싼편인듯 합니다,22,양이 엄청적고 가격은 비싼 편인 듯합니다,22,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2120,느린마을양조장 강남점,2021-03-05,맛잇께 잘 먹었습니다 자리도 좋았어요,20,맛있게 잘 먹었습니다 자리도 좋았어요,20,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2121,라그릴리아 SPC스퀘어점,2021-03-06,까르보나라 맛집이에요 좋아요 너무 맛있어서 또가고싶네오 3인세트에 파스타 추가하여서 아주 배부르게 먹었습니당4인기준,64,까르보나라 맛집이에요 좋아요 너무 맛있어서 또 가고 싶네요 3인 세트에 파스타 추가하여서 아주 배부르게 먹어습니다  4인 기준,70,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,딘타이펑 강남점,2021-03-07,직원분들도 친절하시구 샤오룽바이도 맛있었습니다,25,직원분들도 친절하기고 샤오룽바오도 맛있었습니다,25,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,강남진해장,2021-03-08,식당 주방에서 조리 하시는 여자분 마스크 좀 제대로 써 주세요 조리 하시는 분이 더 신경 써야 하는데 안 보인다고 턱 마스크로 공깃밥 정리하시고 이 시국에 좀 아니죠 남자분은 제대로 쓰시더라구요 방금 오전10시15분 식사하고 나왔습니다,131,식당 주방에서 조리하시는 여자분 마스크 좀 제대로 써 주세요 조리하시는 분이 더 신경 써야 하는데 안 보인다고 턱 마스크로 공깃밥 정리하시고 이 시국에 좀 아니죠 남자분은 제대로 쓰시더라고 방금 오전 10시 15분 식사하고 나왔습니다,130,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,딘타이펑 강남점,2021-03-08,친절함 가성비 우수 맛도 좋음  네번째 방문인데 항상 좋았습니다,35,친절함 가성비 우수 맛도 좋음 네 번째 방문인데 항상 좋았습니다,35,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,파파야리프,2021-03-09,뿌팟퐁커리 맛있었습니다 아이들은 처음 먹어보는데 맛있다고 하네요  다음에도 재방문 하려고 합니다,53,푸팟퐁커리 맛있었습니다 아이들은 처음 먹어보는데 맛있다고 하네요 다음에도 재방문하려고 합니다,51,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,파파야리프,2021-04-01,창가에 앉는 바람에 자꾸 물컵에 먼지랑 파리가 들어갔지만 음식은 모두 맛있어요,43,창가에 앉는 바람에 자꾸 물컵에 먼지랑 파리가 들어갔지만 음식은 모두 맛있어요,43,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,딘타이펑 강남점,2021-04-11,외국에서 먹던 딘타이펑이랑 많이 다르네요 실망 새우딤섬 좋아하는데 통새우는 없고 다 갈은거에요 그리고 전체적으로 간이 맹탕이고 완탕스프는 미지근하게 나와서 실망스러웠습니다 서버분들만 매우 친절하셨기에 별 하나 더 답니다,122,외국에서 먹던 딘타이펑이랑 많이 다르네요 실망 새우딤섬 좋아하는데 통새우는 없고 다 간 거예요 그리고 전체적으로 간이 맹탕이고 완탕스프는 미지근하게 나와서 실망스러웠습니다 서버분들만 매우 친절하셨기에 별 하나 더 답니다,122,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,딘타이펑 강남점,2021-04-11,직원분들 친절하시고 딤섬 너무 맛있어요  딘타이펑 짱,29,직원분들 친절하시고 딤섬 너무 맛있어요 딘타이펑 짱,28,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,딘타이펑 강남점,2021-04-12,친절해서 좋아요 여유있게 자리가 셋팅되어서 편했어요,28,친절해서 좋아요 여유 있게 자리가 세팅되어서 편했어요,29,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,봉피양제주 강남점,2021-04-12,깔끔한데 가격은 있는편실망,14,깔끔한 데 가격은 있는 편 실망,17,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2131,느린마을양조장 강남점,2021-04-12,홀이 정말정말 넓어요 층고도 높아서 쾌적한 느낌이 들어요웃음 안주와 막걸리도 맛있었어요,48,홀이 정말 정말 넓어요 층고도 높아서 쾌적한 느낌이 들어 웃음 안주와 막걸리도 맛있었어요,49,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2132,딘타이펑 강남점,2021-04-13,너무 만족스러운 서비스와 맛입니다 다른 지점보다 내부가 넓고 간격도 넓직해서 이용하기 좋았습니다,53,너무 만족스러운 서비스와 맛입니다 다른 지점보다 내부가 넓고 간격도 널찍해서 이용하기 좋았습니다,53,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,딘타이펑 강남점,2021-04-14,친절하시고 좋은데 음식이 입에 안맞아요 실망 입맛 취향의 문제겠죠 흑흑 그리고 우육면에 들어간 고기가 너무 퍽퍽해요 장조림 느낌 감귤에이드는 이름만 감귤이고 걍 사이다랑 똑같아서 아쉬웠어요,105,친절하시고 좋은데 음식이 입에 안 맞아 실망 입맛 취향의 문제겠죠 흑흑 그리고 우육면에 들어간 고기가 너무 퍽퍽해요 장조림 느낌 감귤에이드는 이름만 감귤이고 그냥 사이다랑 똑같아서 아쉬웠어요,106,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,오리지널시카고피자,2021-04-14,맛있고 직원분들이 친절해요  새우는 좀 매워요,25,맛있고 직원분들이 친절해 새우는 좀 매워요,23,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,봉피양제주 강남점,2021-04-14,너무비싸요  맛 평범한맛,13,너무 비싸 맛 평범한 맛,13,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2136,강남진해장,2021-04-15,양선지 좀 질긴 듯  서빙하는 분 대꾸 1도 안 하심,29,양선지 좀 질긴 듯 서빙하는 분 대꾸 한 번도 안 하심,30,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,파파야리프,2021-04-02,맛있긴하지만 가격은 좀 있습니다,17,맛있긴 하지만 가격은 좀 있습니다,18,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,딘타이펑 강남점,2021-04-20,좋은 분위기 맛있는 식사로 모두들 대만족입니다,25,좋은 분위기 맛있는 식사로 모두들 대만족입니다,25,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,딘타이펑 강남점,2021-04-22,유명한곳이라 웨이팅있어도 기다렸다가 가봤어요  어떤분들이 5명이 와서 3명2명으로 나눠앉으려는거 제지하신건 좋더라고요  그런데 실제로 테이블간 간격은 자로 재본건 아니지만 상다히 가깝게 느껴지고 칸막이도 없었어요  식사하는데 정말 웅성웅성 소리에 시끄러웠고요  우육면 양이 생각보다 너무적었어요 향신료에 익숙하지않은맛 살짝 보약맛같은 느낌이었어요  샤오룽바오는 처음먹어보는데 하나의 크기가 상다히 작아서 육즙이 많지않았어요 티비에선 한입베어물면 육즙이 터진다고 하던데 과장된거같았습니다 게살볶음밥은 보통이었어요,285,유명한 곳이라 웨이팅 있어도 기다렸다가 가봤어요 어떤 분들이 5명이 와서 3명 2명으로 나눠 앉으려는 거 제지하신 건 좋더라고요 그런데 실제로 테이블 간 간격은 자로 재본 건 아니지만 상당히 가깝게 느껴지고 칸막이도 없었어요 식사하는데 정말 웅성웅성 소리에 시끄러웠고요 우육면 양이 생각보다 너무 적었어요 향신료에 익숙하지 않은 맛 살짝 보약 맛 같은 느낌이었어 샤오룽바오는 처음 먹어보는데 하나의 크기가 상당히 작아서 육즙이 많지 않았어요 티브이에 선 한입 베어 물면 육즙이 터진다고 하던데 과장된 거 같았습니다 게살볶음밥은 보통이었어요,301,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,딘타이펑 강남점,2021-04-23,친절하고 맛있어요,9,친절하고 맛있어요,9,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,우동명가기리야마본진,2021-04-23,맛있는 우동집알바생은 별로지만,16,맛있는 우동집 아르바이트생은 별로지만,20,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2142,고양이부엌,2021-04-25,다 좋았는데 오색주먹밥 가격은 줄여야할것 같아요 너무 비싸,32,다 좋았는데 오색 주먹밥 가격은 줄여야 할 것 같아 너무 비싸,34,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,느린마을양조장 강남점,2021-04-27,안주도 그냥 그랬고  무한리필 하려면 진짜 미친 속도로 마셔야해요  그냥 각각 병으로 드세요 그게 훨씬 싸요,60,안주도 그냥 그랬고 무한리필 하려면 진짜 미친 속도로 마셔야 해요 그냥 각각 병으로 드세요 그게 훨씬 싸요,59,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2144,구스아일랜드 브루하우스,2021-04-28,피자도 맛있고 맥주도 맛있고 가게 외관부터 이쁘고 맘에 들어유 단점은 사람이 많아서 시끄러웠음 실망,55,피자도 맛있고 맥주도 맛있고 가게 외관부터 이쁘고 마음에 들어요 단점은 사람이 많아서 시끄러웠음 실망,56,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,딘타이펑 강남점,2021-04-28,음식 분위기 모두 대만족입니다,16,음식 분위기 모두 대만족입니다,16,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,라그릴리아 SPC스퀘어점,2021-04-29,전체적으로 너무 짜서 실망 특히 포르치니머쉬룸리조또는 너무 짜서 거의 못먹었네요 까르보나라는 짜도 맛은 있었네요 머지플러스 20프로 할인받아서 다행인데 재방문하진 않을듯요,95,전체적으로 너무 짜서 실망 특히 포르치니머쉬룸 리조 또는 너무 짜서 거의 못 먹었네요 까르보나라는 짜도 맛은 있었네요 머지플러스 20퍼센트 할인받아서 다행인데 재방문하진 않을 듯요,100,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,신부자식당,2021-04-29,진짜 너무 맛있고 캡짱 친절해요 좋아요 또갈기요,26,진짜 너무 맛있고 정말 친절해요 좋아요 또 갈거에요,28,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2148,구스아일랜드 브루하우스,2021-04-29,분위기 맛 모두 굿,10,분위기 맛 모두 굿,10,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,파파야리프,2021-04-29,푸팟퐁커리 기대하구 갔는데 똠얌꿍 맛집 전체적으로 깨끗하고 다 맛남,37,푸팟퐁커리 기대하고 갔는데 똠얌꿍 맛집 전체적으로 깨끗하고 다 맛남,37,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,화기애애 강남역점,2021-04-03,소고기가 맛있고 친절하세요,14,소고기가 맛있고 친절하세요,14,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,느린마을양조장 강남점,2021-04-30,맛은 있으나 불친절,10,맛은 있으나 불친절,10,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2152,딘타이펑 강남점,2021-04-09,예약하니 좀 조용한 좌석으로 안내해주셔서 너무 좋았어요,30,예약하니 좀 조용한 좌석으로 안내해 주셔서 너무 좋았어요,31,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,딘타이펑 강남점,2021-05-10,늘 좋은 자리 마련에 감사 예약인원에 맞추어 에이드 서비스 하시는 것을 기대해 봅니다,47,늘 좋은 자리 마련에 감사 예약 인원에 맞추어 에이드 서비스하시는 것을 기대해 봅니다,47,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,딘타이펑 강남점,2021-05-10,모든 음식이 다 맛있다 친절한 직원분들도 최고,25,모든 음식이 다 맛있다 친절한 직원분들도 최고,25,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,구스아일랜드 브루하우스,2021-05-11,맥주 종류가 많고 맥주들이 정말 맛있다 아스라이 NEIPA와 코코넛 스타우트는 진짜 꼭 먹어봐야 하는 강추하는 맥주입니다  매장 분위기가 너무 좋아요 저녁에 편안하게 술 먹기 너무 좋고 안락한 환경임 직원들 한분 한분이 모두 친절함 서빙하는 직원들이 계속 바뀌는데 모두가 매우 나이스하다 이 가게 서비스 점수는 100점 만점임,182,맥주 종류가 많고 맥주들이 정말 맛있다 아스라이와 코코넛 스타우트는 진짜 꼭 먹어봐야 하는 강추하는 맥주입니다 매장 분위기가 너무 좋아 저녁에 편안하게 술 먹기 너무 좋고 안락한 환경 임직원들 한 분 한 분이 모두 친절함 서빙하는 직원들이 계속 바뀌는데 모두가 매우 나이스하다 이 가게 서비스 점수는 100점 만점임,176,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,리샨 삼성타운점,2021-05-11,칼끔친절,4,깔끔 친절,5,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2157,을밀대 강남점,2021-05-13,깔끔한 맛에 자주 방문합니다만  주방에 계시는 분들이 마스크를 착용하지않으시더군요  마스크 안쓰고 김치도 담그시고  3분이나 안쓰고 계셔서  음식점인데 안전하게 방문할 수 있도록 조금 더 신경을 써주세요,113,깔끔한 맛에 자주 방문합니다만 주방에 계시는 분들이 마스크를 착용하지 않으신더군요 마스크 안 쓰고 김치도 담그시고 3분이나 안 쓰고 계셔서 음식점인데 안전하게 방문할 수 있도록 조금 더 신경을 써주세요,112,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2158,리샨 삼성타운점,2021-05-13,맛있어요 간짜장 둘이서 하나 시키면 나눠주심 추천메뉴 맛있었어요 직원분들도 많이 친절,47,맛있어요 간짜장 둘이서 하나 시키면 나눠 주심 추천 메뉴 맛있었어요 직원분들도 많이 친절,49,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2159,신부자식당,2021-05-14,맛이 아주 좋아요 친절하고 강추,17,맛이 아주 좋아요 친절하고 강추,17,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2160,딘타이펑 강남점,2021-05-14,맛있고 친절해요,8,맛있고 친절해요,8,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,라그릴리아 SPC스퀘어점,2021-05-15,청첩장모임으로 갔는데 분위기좋고 음식맛있고 친구들이 칭찬했어요,34,청첩장 모임으로 갔는데 분위기 좋고 음식 맛있고 친구들이 칭찬했어요,37,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,대려도,2021-05-16,친절해용 맛있게 잘 먹었어요웃음,17,친절해요 맛있게 잘 먹었어요 웃음,18,1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2163,파파야리프,2021-05-02,비싼데 맛있늠,7,비싼 데 맛있음,8,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,화기애애 강남역점,2021-05-21,적당한가격에 분위기있고 좋았습니다,18,적당한 가격에 분위기 있고 좋았습니다,20,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,딘타이펑 강남점,2021-05-21,깔끔한 자리에서 맛있게 먹고 가요,18,깔끔한 자리에서 맛있게 먹고 가요,18,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,딘타이펑 강남점,2021-05-21,직원분들 다 친절하세요   음식 매장 깔끔하고 좋았습니다 굿,33,직원분들 다 친절하세요 음식 매장 깔끔하고 좋았습니다 굿,31,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,화기애애 강남역점,2021-05-23,맛있고 알바생이 일을 엄청 센스있게 열심히 해요,26,맛있고 아르바이트생이 일을 엄청 센스 있게 열심히 해요,30,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,느린마을양조장 강남점,2021-05-23,막걸리는 맛있어여 분위기도 괜찮구요 다만 안주는 쏘쏘,29,막걸리는 맛있어요 분 위기도 괜찮고요 다만 안주는 쏘쏘,30,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2169,느린마을양조장 강남점,2021-05-25,맛있어요  친절하고요  화장실은 좀 아쉽습니다,25,맛있어요 친절하고 화장실은 좀 아쉽습니다,22,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2170,딘타이펑 강남점,2021-05-26,딤섬이 생각보다 별로였어요 실망 직원분들은 엄청 친절하셨습니다,34,딤섬이 생각보다 별로였어요 실망 직원분들은 엄청 친절하셨습니다,34,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,담소사골순대 강남본점,2021-05-28,가격대비 맛있어요,9,가격 대비 맛있어요,10,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2172,딘타이펑 강남점,2021-05-28,늘 친절하시고 음식맛도 다른지점보다 맛있어요 작은 컴플레인도 잘 받아주셔서 좋은 식사자리가 되었습니다,56,늘 친절하시고 음식 맛도 다른 지점보다 맛있어요 작은 컴플레인도 잘 받아주셔서 좋은 식사 자리가 되었습니다,59,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
